applicant_name,age,income,loan_amount,credit_score,employment_length,debt_to_income_ratio,home_ownership,loan_purpose,employment_status,loan_default
Mukesh Sharma,58,306044,96870,636,1.0,0.12033614681109518,MORTGAGE,home_improvement,employed,0
Neha Mishra,22,750400,419716,711,2.0,0.1569201514128202,RENT,debt_consolidation,employed,0
Divya Iyer,39,717410,229215,684,6.0,0.23548812875842207,MORTGAGE,debt_consolidation,employed,0
Sneha Verma,24,633860,82983,578,0.0,0.11170013110224818,OWN,home_improvement,employed,0
Anjali Reddy,44,1098972,122563,716,1.0,0.23700486048771988,RENT,home_improvement,employed,0
Rajesh Agarwal,50,424410,225580,561,0.0,0.36508430670562086,OWN,debt_consolidation,employed,1
Neha Banerjee,34,611971,260546,647,0.0,0.06165275650877196,RENT,business,employed,0
Shweta Banerjee,18,330314,97841,715,15.0,0.24246332423140832,RENT,debt_consolidation,employed,0
Sanjay Shah,42,1507834,216470,696,2.0,,MORTGAGE,debt_consolidation,employed,0
Meena Jain,45,1192803,74687,582,3.0,0.23894834477133894,OWN,other,employed,1
Anjali Verma,44,445049,157041,769,6.0,0.09184226482887799,OWN,debt_consolidation,self_employed,0
Deepak Chakraborty,54,536752,253931,658,0.0,0.24559128201448546,MORTGAGE,other,employed,0
Swati Chatterjee,27,872963,130534,724,1.0,0.10351736664956226,OWN,other,unemployed,0
Vikram Verma,48,411033,89074,802,8.0,0.09460926350634975,OWN,business,employed,0
Pooja Sharma,54,318598,172557,761,,0.17346457950382432,RENT,home_improvement,employed,0
Neha Gupta,18,684877,127786,762,2.0,0.087429190936317,MORTGAGE,education,employed,0
Meena Ghosh,43,460109,209362,669,2.0,0.04547294151363752,MORTGAGE,other,unemployed,1
Rashmi Agarwal,33,484802,114218,729,7.0,0.057781292171849984,MORTGAGE,education,employed,0
Anjali Sharma,39,291520,119484,671,1.0,0.05371318656849216,RENT,debt_consolidation,employed,0
Rajesh Mishra,44,200000,72518,529,0.0,0.2958779731155072,RENT,debt_consolidation,employed,1
Suresh Shah,34,497858,174203,680,1.0,0.17816229341556908,MORTGAGE,debt_consolidation,employed,0
Amit Chatterjee,31,695565,152609,675,2.0,0.3112154430508758,MORTGAGE,debt_consolidation,employed,0
Rekha Singh,40,395179,101178,708,0.0,0.09063843357392351,MORTGAGE,debt_consolidation,employed,0
Meena Menon,26,907287,175873,637,3.0,0.10500216355856914,OWN,home_improvement,employed,0
Rashmi Chatterjee,26,311153,245444,573,6.0,0.3481155371806131,OWN,home_improvement,unemployed,1
Naresh Patel,48,261097,149308,715,3.0,0.06280325299688846,RENT,education,employed,0
Amit Banerjee,26,427788,181183,518,0.0,0.15422673205940374,RENT,debt_consolidation,employed,0
Deepak Mishra,47,424515,181556,795,2.0,0.2606991190588113,OWN,debt_consolidation,retired,0
Pooja Menon,45,650166,100535,626,6.0,0.29474393047398517,RENT,business,employed,1
Pooja Mishra,19,300294,370509,674,0.0,0.06965177782294979,OWN,home_improvement,employed,0
Manish Verma,31,876811,134815,705,0.0,0.2141200620701074,MORTGAGE,business,employed,0
Sanjay Pillai,54,1182875,211598,709,2.0,0.08328066797709577,RENT,home_improvement,employed,0
Manish Patel,28,433838,221391,509,1.0,0.4314607241378073,RENT,education,employed,1
Kavita Patel,34,826417,153915,732,13.0,0.09185394668532747,MORTGAGE,business,employed,0
Ajay Verma,45,260863,207465,680,4.0,0.15533825513104463,RENT,business,employed,1
Vikram Singh,49,757372,179571,586,,0.0892331979027801,OWN,debt_consolidation,self_employed,0
Amit Nair,36,746863,92313,575,6.0,0.28767620923876513,MORTGAGE,other,self_employed,0
Geeta Banerjee,32,681273,142499,616,2.0,0.2878995216183706,RENT,home_improvement,unemployed,1
Neha Chakraborty,57,438984,127386,520,0.0,0.2502863931599491,MORTGAGE,debt_consolidation,unemployed,1
Kavita Banerjee,60,200000,135307,822,,0.07399935770262285,OWN,education,unemployed,0
Priya Menon,51,320980,96606,798,5.0,0.2541609750402192,RENT,home_improvement,employed,0
Dinesh Mukherjee,41,323528,255396,695,0.0,0.05229346990590536,MORTGAGE,debt_consolidation,employed,0
Neha Banerjee,30,271270,308907,627,1.0,0.03657476935026409,MORTGAGE,education,employed,1
Anita Chatterjee,30,470297,240674,630,1.0,0.16458432174082452,MORTGAGE,home_improvement,employed,0
Ajay Jain,46,358799,270549,725,1.0,0.2172309442116018,OWN,education,employed,0
Rashmi Shah,45,292931,141796,825,5.0,0.34803862997800356,RENT,education,employed,0
Amit Menon,56,260562,126184,592,8.0,0.025266040878873894,RENT,debt_consolidation,self_employed,1
Naresh Verma,47,309354,119200,538,6.0,0.05512341498489468,RENT,business,employed,1
Vijay Chakraborty,21,775101,210581,804,5.0,0.10679706587533029,RENT,home_improvement,employed,0
Naresh Mukherjee,52,317898,178229,471,12.0,0.11856211626639587,RENT,home_improvement,employed,0
Geeta Chakraborty,28,341987,157804,549,0.0,0.33889737666035047,RENT,debt_consolidation,employed,1
Anita Ghosh,35,352093,273227,625,0.0,0.1730469106219367,RENT,business,employed,0
Vikram Singh,43,524130,191372,493,2.0,0.1942379744428574,RENT,education,retired,0
Ramesh Pillai,63,555778,116370,761,2.0,0.2932581412244665,MORTGAGE,other,unemployed,1
Sneha Mishra,77,200000,123950,735,2.0,0.2648650055579021,RENT,debt_consolidation,employed,0
Rajesh Agarwal,47,737349,213800,592,1.0,,OWN,debt_consolidation,unemployed,1
Vikram Verma,37,907259,246888,777,0.0,0.222778678938528,OWN,home_improvement,employed,0
Neha Gupta,46,261687,202941,794,3.0,0.22763620781398564,MORTGAGE,debt_consolidation,employed,0
Anita Iyer,50,272079,347581,638,13.0,0.005987675622749959,MORTGAGE,home_improvement,employed,0
Rajesh Kumar,36,353229,313013,604,2.0,0.19617801442347305,MORTGAGE,other,self_employed,1
Dinesh Ghosh,61,303154,194155,850,,0.22306754607063098,MORTGAGE,debt_consolidation,employed,0
Sanjay Reddy,42,494826,116374,722,6.0,0.2833193698549066,RENT,home_improvement,employed,0
Sunita Gupta,45,200000,96375,675,1.0,0.2603976292519169,OWN,business,employed,0
Amit Menon,47,252972,139392,786,1.0,0.09876661153146611,MORTGAGE,debt_consolidation,employed,0
Swati Menon,45,955126,219978,680,1.0,0.1017681725658872,OWN,debt_consolidation,employed,0
Swati Reddy,50,278142,337951,599,6.0,0.040737536244127744,OWN,other,self_employed,1
Rekha Patel,32,823825,192332,658,8.0,0.057877051946367546,MORTGAGE,debt_consolidation,employed,0
Vijay Pillai,33,528431,259753,753,4.0,0.2236148647444939,RENT,business,retired,1
Sunita Sharma,26,200000,147543,450,1.0,0.13127116467274624,MORTGAGE,debt_consolidation,retired,1
Geeta Ghosh,45,607838,208794,621,1.0,0.26554686219940726,OWN,business,employed,0
Ajay Mukherjee,49,417135,226237,788,0.0,0.0613321350730437,MORTGAGE,debt_consolidation,employed,0
Geeta Iyer,45,352309,73729,598,13.0,0.036673491142592156,MORTGAGE,debt_consolidation,employed,0
Anjali Iyer,60,500057,137946,804,5.0,0.31376341793717144,MORTGAGE,debt_consolidation,employed,0
Vikram Kumar,39,560910,237965,791,0.0,0.12446788298776071,OWN,debt_consolidation,employed,0
Ajay Chakraborty,48,630202,181640,643,5.0,0.12774819793662104,MORTGAGE,other,employed,0
Ajay Singh,26,797411,100850,593,2.0,0.013337482909369223,OWN,home_improvement,self_employed,0
Sunita Singh,35,542567,61571,621,17.0,0.18951732511809685,OWN,education,employed,0
Ajay Singh,48,222388,140601,850,8.0,0.13359045895750166,MORTGAGE,other,employed,0
Geeta Shah,50,349122,158160,837,0.0,0.059911218715380604,RENT,debt_consolidation,employed,0
Rekha Banerjee,36,1927094,114282,662,,0.19705878854289188,OWN,other,retired,0
Naresh Nair,39,635549,172341,589,,0.26857146443783886,RENT,education,employed,0
Naresh Iyer,21,1446480,199297,661,1.0,0.10299887302215194,MORTGAGE,business,employed,0
Sanjay Menon,35,888879,212835,674,5.0,0.23943056941644886,RENT,education,employed,0
Suresh Chatterjee,50,499269,63426,525,,0.23558543663892723,MORTGAGE,debt_consolidation,employed,1
Ajay Ghosh,46,514372,96209,658,0.0,0.021582644742074605,RENT,debt_consolidation,self_employed,1
Rashmi Verma,46,434395,144083,782,5.0,0.052501533650325734,RENT,debt_consolidation,employed,0
Sneha Patel,40,200000,204611,470,5.0,0.07958283899956468,MORTGAGE,other,employed,1
Deepak Kumar,40,446423,197934,732,0.0,0.08897023950753566,RENT,debt_consolidation,self_employed,1
Divya Ghosh,32,810443,196564,787,2.0,0.14982728086304134,RENT,other,employed,0
Anita Menon,48,327806,139613,593,4.0,0.27110679022481504,RENT,debt_consolidation,self_employed,1
Priya Menon,45,543604,142763,819,0.0,0.15355570590067258,MORTGAGE,business,self_employed,0
Naresh Reddy,45,677249,121621,580,9.0,0.19486298287591533,MORTGAGE,business,self_employed,0
Mukesh Jain,33,280733,221300,694,0.0,0.23496005174686516,MORTGAGE,other,retired,0
Priya Chatterjee,18,353044,112623,619,0.0,0.16654863276216,RENT,debt_consolidation,employed,1
Sunita Patel,53,265944,228665,619,0.0,0.0957433328021856,OWN,debt_consolidation,employed,1
Naresh Nair,34,293290,176864,588,3.0,0.07314905942713466,MORTGAGE,education,employed,1
Rahul Reddy,29,232395,159848,719,4.0,0.11316096918001729,MORTGAGE,other,employed,0
Dinesh Shah,48,282031,125155,734,2.0,0.27654159144120843,MORTGAGE,debt_consolidation,employed,0
Meena Patel,35,899620,94635,643,1.0,0.10222706820776893,MORTGAGE,business,unemployed,1
Dinesh Chatterjee,52,279920,125610,514,8.0,0.030700313349409918,RENT,debt_consolidation,employed,0
Rekha Singh,47,471290,142628,690,0.0,0.20178876071298116,RENT,education,employed,1
Rekha Jain,48,344058,63094,692,1.0,0.030912435520346674,MORTGAGE,education,employed,0
Vikram Shah,23,797656,150400,628,0.0,0.11724504228687524,OWN,education,self_employed,0
Shweta Pillai,54,852203,235565,836,0.0,0.08924411144822782,OWN,home_improvement,employed,0
Ramesh Reddy,43,681488,204206,493,2.0,0.1603063628430401,OWN,debt_consolidation,employed,1
Sanjay Iyer,35,515590,133454,428,1.0,0.0701641318768152,OWN,business,employed,0
Divya Gupta,41,394143,165839,576,1.0,0.1423872634973456,OWN,education,employed,1
Rajesh Pillai,18,243790,130292,721,8.0,0.16464196690664504,RENT,other,retired,0
Rajesh Iyer,44,1169122,172733,544,0.0,0.019989607486831137,MORTGAGE,home_improvement,retired,0
Shweta Chatterjee,27,302598,301354,551,7.0,0.04968058084548605,RENT,debt_consolidation,employed,0
Ramesh Mukherjee,23,616505,239761,745,5.0,0.24853297604304259,MORTGAGE,debt_consolidation,employed,0
Rekha Nair,21,751467,200449,696,1.0,0.16911621122550977,MORTGAGE,education,self_employed,1
Dinesh Verma,53,335158,133632,687,3.0,0.21594569441262937,OWN,home_improvement,employed,0
Vijay Mishra,32,743412,219690,728,2.0,0.13405067694930034,OWN,business,employed,0
Amit Shah,58,648298,82888,607,0.0,0.4170158661276764,RENT,debt_consolidation,employed,0
Mukesh Mukherjee,33,1049665,147128,612,11.0,0.08492566220101329,RENT,debt_consolidation,employed,0
Deepak Kumar,19,349873,205558,730,4.0,0.43470966107881853,RENT,other,unemployed,1
Ramesh Mukherjee,26,232598,218855,515,,0.0546938894985834,RENT,education,employed,1
Naresh Chakraborty,54,343607,212767,435,8.0,0.23661561049347452,MORTGAGE,home_improvement,self_employed,1
Rahul Mishra,38,491111,183126,606,0.0,0.23401652887002405,MORTGAGE,home_improvement,employed,0
Rajesh Agarwal,33,455479,150498,743,1.0,0.19105341495878667,RENT,other,employed,0
Dinesh Verma,41,363407,201831,675,0.0,0.19950785058777085,RENT,debt_consolidation,employed,0
Kavita Verma,46,200000,111174,735,8.0,0.04899471584169155,MORTGAGE,education,unemployed,1
Manish Verma,53,559747,116090,448,9.0,0.20100318168843323,MORTGAGE,debt_consolidation,employed,0
Sunita Nair,57,1186089,166823,681,3.0,0.07321614590268836,OWN,other,employed,0
Mukesh Agarwal,35,558006,174430,715,0.0,0.1066182703195799,MORTGAGE,business,employed,0
Sanjay Nair,24,599929,78413,514,0.0,0.14729031145412882,OWN,home_improvement,employed,0
Dinesh Pillai,35,589024,195254,736,8.0,0.2082433652289335,MORTGAGE,education,employed,0
Vijay Menon,43,539567,221702,638,13.0,0.07797472741130082,MORTGAGE,debt_consolidation,self_employed,0
Suresh Singh,28,704915,157800,850,1.0,0.024468631860260517,RENT,debt_consolidation,employed,0
Anita Sharma,28,539116,420746,432,0.0,0.2221092009235414,OWN,home_improvement,self_employed,1
Kavita Nair,44,378382,123849,786,2.0,0.32447124858978305,RENT,business,employed,0
Rashmi Ghosh,39,297153,140866,610,0.0,0.29736023098622494,OWN,debt_consolidation,employed,1
Manish Mishra,40,390628,138964,488,8.0,0.20123664841100058,RENT,home_improvement,employed,1
Rekha Chatterjee,30,517655,157869,597,3.0,0.26287639176426314,OWN,debt_consolidation,self_employed,1
Ajay Banerjee,37,377738,142701,677,5.0,0.23688390744928517,OWN,business,self_employed,0
Pooja Nair,28,517709,92714,753,2.0,0.24608653529317298,RENT,other,employed,0
Sneha Patel,50,551046,130794,822,,0.27484715231994705,RENT,debt_consolidation,self_employed,0
Shweta Gupta,52,671043,156521,792,1.0,0.08208720268032235,MORTGAGE,debt_consolidation,employed,0
Meena Sharma,18,840201,266047,553,7.0,0.16860783852889175,OWN,business,employed,1
Deepak Verma,28,460010,392737,763,5.0,0.43373748925858746,MORTGAGE,home_improvement,employed,0
Sneha Chakraborty,22,230063,277670,689,2.0,0.15328909366030583,MORTGAGE,education,employed,0
Ramesh Agarwal,32,372297,119353,584,1.0,0.1833821395961547,RENT,debt_consolidation,employed,1
Rekha Jain,38,452268,123213,628,0.0,0.12131453794159927,OWN,home_improvement,employed,0
Suresh Jain,22,200000,152705,579,0.0,0.31703266478948605,MORTGAGE,home_improvement,employed,1
Anita Agarwal,28,885875,332310,653,4.0,0.10419820369904874,OWN,debt_consolidation,employed,0
Sanjay Iyer,27,475056,152333,577,3.0,0.18198028432310218,MORTGAGE,education,employed,0
Vijay Sharma,42,535350,95702,547,2.0,0.02200497428365175,OWN,education,self_employed,0
Rekha Sharma,40,875686,133189,697,8.0,0.05698571572680812,MORTGAGE,debt_consolidation,employed,0
Rashmi Kumar,31,322845,220316,712,,,MORTGAGE,business,employed,0
Suresh Mishra,42,589494,214480,631,2.0,0.24648901147563523,RENT,debt_consolidation,retired,1
Divya Sharma,33,418766,150228,786,0.0,0.11817171942650037,OWN,education,unemployed,1
Kavita Patel,36,403510,213921,623,8.0,0.08807852472419751,RENT,debt_consolidation,unemployed,1
Divya Shah,60,300710,65560,619,4.0,0.19647494738785426,RENT,debt_consolidation,employed,1
Mukesh Patel,56,1017441,169656,716,0.0,0.2735544503161128,RENT,other,employed,0
Neha Menon,24,366681,229641,636,5.0,0.030602123008716564,OWN,home_improvement,employed,0
Rekha Nair,49,627646,116640,658,2.0,0.13558703992325397,MORTGAGE,business,employed,0
Manish Patel,49,200000,116478,397,8.0,0.09132733796904863,RENT,education,employed,0
Rajesh Pillai,26,798104,77143,651,12.0,0.2862243701081696,MORTGAGE,business,employed,1
Meena Mukherjee,49,748708,307416,467,4.0,0.05749454674438351,RENT,business,employed,0
Dinesh Ghosh,58,464500,122019,527,6.0,0.11559588790820616,RENT,home_improvement,self_employed,0
Deepak Chakraborty,26,394955,179228,516,0.0,0.0725616828912819,MORTGAGE,other,employed,0
Anjali Sharma,28,540364,207226,545,4.0,0.1407686222344937,RENT,debt_consolidation,self_employed,1
Vijay Nair,52,1389417,297993,595,7.0,0.02703964595782513,RENT,other,unemployed,1
Swati Ghosh,43,200000,153037,601,3.0,0.17691430120822801,RENT,education,self_employed,1
Divya Shah,46,654098,131167,716,4.0,0.12335360207481043,RENT,business,employed,0
Meena Singh,44,280461,174420,672,11.0,0.09856636653243804,OWN,debt_consolidation,employed,0
Rashmi Gupta,44,438029,272020,459,1.0,0.0941718378332925,RENT,debt_consolidation,employed,1
Arun Patel,24,390842,152044,658,0.0,0.10460132201342835,OWN,home_improvement,employed,0
Suresh Reddy,52,357124,111085,681,5.0,0.10157009653385275,OWN,education,self_employed,0
Rekha Patel,54,440104,87877,617,8.0,0.14458011388681288,MORTGAGE,education,employed,0
Sanjay Shah,37,250926,99855,643,9.0,0.13565863240044498,MORTGAGE,business,self_employed,0
Rajesh Kumar,39,740136,229982,669,5.0,0.03130892878648816,RENT,other,self_employed,0
Vijay Jain,21,200000,143164,726,8.0,0.060011638104936996,OWN,other,employed,0
Naresh Verma,46,579477,127642,492,6.0,0.04788504331352726,OWN,home_improvement,employed,0
Geeta Ghosh,46,375769,122224,625,0.0,0.06783550562632207,RENT,debt_consolidation,employed,0
Deepak Reddy,39,246357,168386,800,7.0,0.24503836262703066,MORTGAGE,home_improvement,employed,0
Anita Kumar,53,489525,147889,791,0.0,0.10527795101091215,MORTGAGE,education,employed,0
Shweta Sharma,35,203114,145910,735,1.0,0.18072565987550154,RENT,home_improvement,self_employed,0
Suresh Chatterjee,46,451286,279212,703,2.0,0.14035526894703132,RENT,debt_consolidation,employed,0
Meena Patel,27,217197,301102,815,1.0,0.013825061494585325,RENT,education,employed,0
Sunita Iyer,39,557175,85476,841,1.0,0.059657922724194345,MORTGAGE,business,employed,0
Deepak Menon,37,278680,185542,637,0.0,0.12045428453334653,MORTGAGE,other,employed,0
Shweta Verma,42,353098,119283,553,1.0,0.05355395864136776,OWN,home_improvement,self_employed,0
Ajay Chakraborty,35,512458,147369,622,0.0,0.06752779387547125,RENT,other,self_employed,1
Dinesh Agarwal,38,300658,184187,850,3.0,0.17928852157722852,OWN,debt_consolidation,employed,0
Arun Jain,49,429775,149479,493,7.0,0.2718003565727429,MORTGAGE,other,retired,1
Anita Banerjee,34,207541,178471,602,9.0,0.1557576210977988,OWN,home_improvement,employed,0
Suresh Chatterjee,20,606486,213029,508,8.0,0.2201439308844668,RENT,education,employed,1
Sunita Nair,60,1069238,183107,662,2.0,0.11506720143333589,RENT,other,employed,0
Vijay Shah,56,1787099,125651,529,6.0,0.20255303582826253,RENT,business,employed,1
Rekha Mishra,24,463047,126540,639,1.0,0.11696147721426377,RENT,education,employed,1
Dinesh Banerjee,48,656122,91502,454,0.0,0.35017538934393994,MORTGAGE,other,self_employed,1
Sneha Shah,33,200000,115662,711,5.0,0.07550661728589045,RENT,home_improvement,employed,0
Anjali Chatterjee,43,937870,356763,772,5.0,0.16534583292464464,MORTGAGE,home_improvement,unemployed,0
Vikram Patel,43,652205,118562,611,8.0,0.24682617466339088,MORTGAGE,other,employed,0
Shweta Banerjee,37,347330,100977,636,4.0,0.091823132216441,OWN,business,unemployed,1
Ramesh Mishra,30,821256,184974,633,0.0,0.17840018446588507,MORTGAGE,other,self_employed,1
Anita Reddy,31,389555,155726,668,9.0,0.2622600296665987,RENT,business,employed,0
Suresh Gupta,29,351859,150506,646,4.0,0.1838153412299454,RENT,education,employed,0
Kavita Nair,30,561107,285963,726,8.0,0.07466270448617719,MORTGAGE,debt_consolidation,self_employed,0
Kavita Shah,39,259970,202734,773,7.0,0.09550415403702651,OWN,debt_consolidation,employed,0
Neha Reddy,31,737345,131663,568,1.0,0.1874869668763778,RENT,education,employed,0
Pooja Patel,48,260929,137339,619,,0.19333392968603172,RENT,home_improvement,unemployed,1
Ajay Shah,57,261704,133114,740,0.0,0.19802655086393434,RENT,home_improvement,retired,0
Manish Singh,33,280731,230935,507,0.0,0.3833830524651573,RENT,other,self_employed,1
Rashmi Verma,42,646772,143880,452,1.0,0.288027671962412,RENT,business,self_employed,0
Rekha Chakraborty,45,325010,79438,672,3.0,0.02863702090473761,RENT,debt_consolidation,employed,0
Ajay Ghosh,45,225483,159639,699,,0.09839445646786733,MORTGAGE,home_improvement,employed,0
Amit Chatterjee,40,326818,88008,577,10.0,0.18724445733803333,MORTGAGE,home_improvement,employed,1
Naresh Agarwal,48,435381,389918,592,6.0,0.16508095097042333,RENT,other,employed,0
Vijay Singh,45,245122,110606,573,0.0,0.03981857740228086,OWN,education,employed,1
Rekha Menon,25,248739,152550,563,2.0,0.10374791529071191,RENT,home_improvement,self_employed,1
Vijay Shah,50,1271424,180463,719,5.0,0.260416385186659,RENT,home_improvement,employed,0
Neha Verma,50,287712,145006,531,0.0,0.031862435160749825,OWN,other,employed,0
Rekha Kumar,30,376426,144927,623,,0.02358017672932769,MORTGAGE,business,employed,0
Vikram Agarwal,40,368199,192669,559,12.0,0.23049797325206803,RENT,home_improvement,employed,1
Arun Iyer,48,358370,299684,504,,0.026266041417423985,OWN,home_improvement,employed,0
Ajay Pillai,37,603603,221240,737,6.0,0.3004355884229035,MORTGAGE,debt_consolidation,self_employed,0
Vikram Reddy,52,710746,294020,598,0.0,0.18128028339238653,MORTGAGE,other,employed,1
Rekha Mishra,68,379656,107082,668,5.0,0.11186287467286911,RENT,education,unemployed,1
Ramesh Gupta,30,238413,184784,499,0.0,0.12134379973870392,RENT,home_improvement,employed,1
Rashmi Reddy,23,836699,173182,575,0.0,0.22761171280246606,MORTGAGE,debt_consolidation,employed,1
Suresh Mishra,43,421818,187294,725,6.0,0.13824726400233417,RENT,debt_consolidation,employed,0
Arun Verma,48,1050903,282234,850,6.0,0.1527329757841132,OWN,home_improvement,employed,0
Rahul Pillai,37,200000,148997,452,5.0,0.24653744805328348,OWN,home_improvement,employed,0
Sanjay Agarwal,57,487819,138385,629,3.0,0.3357857408213612,OWN,home_improvement,self_employed,1
Ramesh Mishra,23,1154644,201509,691,5.0,0.10580341526994605,RENT,other,self_employed,0
Ajay Mishra,48,370781,79915,588,7.0,0.0797570299791779,MORTGAGE,other,unemployed,1
Rashmi Gupta,32,395241,148043,734,,0.39210142832439865,RENT,home_improvement,unemployed,1
Vikram Ghosh,60,512858,154248,563,10.0,0.03882473322381882,MORTGAGE,debt_consolidation,retired,0
Neha Iyer,63,334570,112629,665,7.0,0.08765737155242315,OWN,education,employed,0
Deepak Iyer,30,378497,248406,597,5.0,,RENT,home_improvement,employed,0
Rashmi Menon,33,373656,106415,771,4.0,0.18285187683406293,MORTGAGE,debt_consolidation,employed,0
Rahul Verma,50,323285,154145,582,,0.18284645815033515,MORTGAGE,debt_consolidation,employed,1
Swati Agarwal,35,817845,183003,614,0.0,0.10527613278348592,MORTGAGE,debt_consolidation,employed,0
Shweta Nair,39,557121,279674,744,8.0,0.33818976114699256,RENT,debt_consolidation,self_employed,1
Rahul Reddy,40,501477,162068,547,8.0,0.1427801178453632,OWN,other,employed,0
Ramesh Mukherjee,18,662837,236679,656,4.0,0.23526026366335567,MORTGAGE,home_improvement,employed,0
Rajesh Sharma,39,387636,215397,467,2.0,0.18442309599957993,OWN,debt_consolidation,unemployed,1
Anita Sharma,31,300408,170993,541,0.0,0.10667248194476812,MORTGAGE,debt_consolidation,employed,1
Suresh Jain,34,327318,105260,688,1.0,0.23377800071542493,MORTGAGE,debt_consolidation,employed,0
Kavita Nair,57,442807,91689,550,2.0,0.295842364021577,RENT,business,employed,0
Meena Kumar,24,260509,169838,595,3.0,0.08373332185903525,MORTGAGE,education,employed,1
Anjali Menon,49,344506,130995,699,13.0,0.17631940349595263,RENT,debt_consolidation,employed,0
Vijay Chakraborty,36,341786,235085,592,0.0,0.09619951061598546,MORTGAGE,other,unemployed,1
Meena Mishra,36,1279881,219332,732,3.0,0.06891418484426233,MORTGAGE,education,self_employed,1
Amit Verma,49,200000,151169,671,2.0,0.11285879208695951,OWN,education,employed,0
Meena Shah,44,404412,102427,693,23.0,0.2686649346102113,MORTGAGE,debt_consolidation,employed,1
Manish Mukherjee,46,1048474,199644,774,9.0,0.32820584373063016,MORTGAGE,home_improvement,employed,0
Divya Mukherjee,51,470204,108317,681,,0.3865576700988758,OWN,home_improvement,unemployed,1
Arun Iyer,36,644808,120164,803,40.0,0.1715431859310768,MORTGAGE,home_improvement,employed,0
Naresh Kumar,32,465056,109999,741,3.0,0.28059134549170406,RENT,debt_consolidation,employed,0
Arun Chatterjee,26,316897,153983,597,0.0,0.11822493905931901,MORTGAGE,other,unemployed,1
Pooja Agarwal,30,200000,259906,779,4.0,0.11590637554884267,RENT,education,self_employed,0
Sneha Menon,75,490277,162426,676,1.0,0.29263612341662953,OWN,debt_consolidation,unemployed,1
Rahul Jain,54,300197,136313,610,5.0,0.18423169546495166,RENT,other,employed,0
Kavita Kumar,23,296508,88411,677,13.0,0.34644034033126236,RENT,business,employed,0
Rajesh Sharma,24,344726,202977,761,7.0,0.03419136255262151,MORTGAGE,debt_consolidation,employed,0
Ajay Mukherjee,45,1058571,119114,695,1.0,0.3011015593426273,RENT,debt_consolidation,employed,0
Sneha Singh,46,1472421,170588,832,1.0,0.1414052202374362,MORTGAGE,debt_consolidation,employed,0
Pooja Verma,46,493167,141253,758,0.0,0.22182465545005947,RENT,debt_consolidation,self_employed,1
Deepak Patel,36,350675,227583,702,1.0,0.1642348992693697,RENT,debt_consolidation,employed,0
Ramesh Banerjee,38,245582,152833,547,0.0,0.19270992230200398,MORTGAGE,home_improvement,employed,0
Divya Verma,43,559204,158963,632,3.0,0.20145597501481374,MORTGAGE,home_improvement,self_employed,0
Divya Verma,41,1078900,197659,657,6.0,0.23886418405953733,MORTGAGE,debt_consolidation,unemployed,1
Anita Singh,18,390947,378047,719,6.0,0.09850308873074655,RENT,home_improvement,employed,0
Suresh Sharma,37,200000,232205,713,0.0,0.05314716993063467,MORTGAGE,debt_consolidation,employed,0
Priya Singh,29,618482,157087,666,2.0,0.2659786969407518,OWN,home_improvement,self_employed,1
Neha Pillai,42,724110,162963,662,1.0,0.1283649624737285,MORTGAGE,debt_consolidation,employed,0
Deepak Singh,75,200201,131933,722,0.0,0.0515835894783166,MORTGAGE,business,employed,0
Swati Patel,44,483227,111301,564,2.0,0.06594216355685366,MORTGAGE,debt_consolidation,self_employed,1
Rashmi Kumar,36,554384,130470,819,1.0,0.15766173458127505,MORTGAGE,home_improvement,employed,0
Rajesh Sharma,51,426533,119508,445,5.0,0.1427617586570553,OWN,other,retired,1
Meena Iyer,45,297930,211366,795,10.0,0.03860782560631034,MORTGAGE,home_improvement,employed,0
Anita Singh,45,735252,106034,645,3.0,0.20289003381441684,OWN,home_improvement,employed,1
Anita Mukherjee,47,361605,277418,750,6.0,0.07050168348344552,RENT,debt_consolidation,employed,0
Sanjay Ghosh,64,210534,219875,686,0.0,0.010161329327550487,RENT,business,employed,0
Divya Kumar,26,200000,164094,684,11.0,0.06540483596661845,RENT,other,employed,0
Neha Singh,45,831032,162775,705,0.0,0.059266000888838294,MORTGAGE,debt_consolidation,employed,0
Vijay Ghosh,28,602192,130233,730,1.0,0.09092583661329119,OWN,home_improvement,employed,0
Anjali Shah,46,462308,181322,617,,0.08476004968139096,MORTGAGE,business,self_employed,1
Anjali Singh,28,354996,251509,753,1.0,0.0958272658329696,MORTGAGE,debt_consolidation,employed,0
Rashmi Agarwal,34,339592,122852,541,4.0,0.2603296130099501,OWN,other,employed,1
Divya Agarwal,36,258365,88136,649,22.0,0.2545861325785133,RENT,home_improvement,employed,0
Ramesh Patel,51,356565,215623,733,7.0,0.14355389890324471,RENT,debt_consolidation,unemployed,1
Dinesh Mukherjee,51,200000,185302,749,2.0,0.23922429842831,RENT,debt_consolidation,unemployed,1
Rajesh Nair,25,306192,103976,696,4.0,0.1927765636687113,RENT,home_improvement,employed,0
Mukesh Iyer,40,378711,121375,610,4.0,0.16460572882712124,RENT,debt_consolidation,self_employed,0
Meena Mishra,31,600153,115422,739,8.0,0.1738864908787902,MORTGAGE,business,employed,0
Priya Banerjee,24,433668,121806,583,6.0,0.11334403367371852,RENT,debt_consolidation,employed,0
Rashmi Agarwal,37,658329,142989,825,4.0,0.2556375999917949,RENT,debt_consolidation,employed,0
